angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.0,0.08,0.19,,"[182, 586, 433, 532]","[894, 831, 67, 88]","[764, 923, 34, 39]",,0.0,0.0,0.0,,0.0,0.03,0.13,,0.97,0.06,0.18,,0.02,0.61,0.02,,0.01,0.21,0.48,,0.0,0.01,0.0,
0.03,0.23,,,"[896, 832, 66, 86]","[760, 925, 41, 46]",,,0.0,0.0,,,0.01,0.23,,,0.03,0.2,,,0.77,0.09,,,0.15,0.25,,,0.0,0.0,,
0.0,0.04,0.27,,"[174, 604, 435, 516]","[899, 838, 62, 79]","[761, 925, 39, 44]",,0.0,0.0,0.0,,0.0,0.02,0.14,,0.98,0.02,0.1,,0.01,0.68,0.03,,0.0,0.24,0.45,,0.0,0.0,0.0,
0.04,0.18,,,"[900, 842, 62, 78]","[770, 925, 33, 40]",,,0.0,0.0,,,0.02,0.1,,,0.02,0.18,,,0.67,0.02,,,0.26,0.52,,,0.0,0.0,,
0.0,0.03,0.27,,"[174, 619, 440, 527]","[903, 841, 62, 79]","[769, 925, 36, 42]",,0.0,0.0,0.0,,0.0,0.02,0.14,,0.92,0.02,0.17,,0.06,0.64,0.02,,0.02,0.29,0.4,,0.0,0.0,0.0,
0.01,0.02,0.29,,"[179, 624, 435, 530]","[902, 837, 64, 84]","[771, 926, 35, 42]",,0.0,0.0,0.0,,0.0,0.01,0.13,,0.91,0.06,0.13,,0.05,0.72,0.02,,0.02,0.18,0.42,,0.0,0.0,0.0,
0.02,0.04,0.27,,"[176, 616, 436, 532]","[906, 846, 62, 79]","[771, 927, 37, 43]",,0.0,0.0,0.0,,0.0,0.01,0.18,,0.86,0.03,0.09,,0.1,0.55,0.03,,0.02,0.38,0.41,,0.0,0.0,0.01,
0.01,0.01,0.25,,"[179, 628, 433, 520]","[909, 844, 61, 80]","[775, 929, 35, 41]",,0.0,0.0,0.0,,0.0,0.01,0.13,,0.87,0.03,0.08,,0.1,0.72,0.02,,0.02,0.23,0.51,,0.0,0.0,0.0,
0.01,0.03,0.24,,"[178, 632, 436, 522]","[912, 847, 61, 77]","[772, 930, 42, 49]",,0.0,0.0,0.0,,0.01,0.02,0.17,,0.89,0.02,0.25,,0.06,0.65,0.06,,0.04,0.28,0.28,,0.0,0.0,0.0,
0.0,0.05,0.17,,"[175, 625, 438, 525]","[916, 852, 61, 77]","[782, 932, 33, 39]",,0.0,0.0,0.0,,0.01,0.01,0.08,,0.89,0.01,0.12,,0.07,0.59,0.02,,0.01,0.34,0.6,,0.01,0.0,0.0,
0.01,0.02,0.24,,"[182, 640, 430, 517]","[916, 848, 64, 81]","[783, 934, 34, 40]",,0.0,0.0,0.0,,0.0,0.01,0.13,,0.84,0.02,0.09,,0.08,0.77,0.02,,0.06,0.18,0.51,,0.0,0.0,0.0,
0.01,0.02,0.34,,"[178, 642, 429, 509]","[919, 849, 62, 82]","[784, 935, 36, 41]",,0.0,0.0,0.0,,0.0,0.01,0.13,,0.79,0.03,0.12,,0.16,0.75,0.02,,0.03,0.19,0.38,,0.0,0.0,0.0,
0.0,0.04,0.28,,"[188, 646, 428, 513]","[922, 856, 62, 77]","[782, 937, 39, 45]",,0.0,0.0,0.0,,0.0,0.02,0.1,,0.94,0.02,0.15,,0.04,0.64,0.05,,0.01,0.28,0.41,,0.0,0.0,0.0,
0.01,0.04,0.25,,"[184, 646, 434, 521]","[925, 852, 61, 81]","[789, 939, 36, 41]",,0.0,0.0,0.0,,0.0,0.02,0.14,,0.94,0.05,0.08,,0.04,0.67,0.02,,0.01,0.21,0.52,,0.0,0.0,0.0,
0.02,0.05,0.19,,"[181, 630, 453, 551]","[927, 857, 61, 79]","[795, 940, 33, 38]",,0.0,0.0,0.0,,0.01,0.03,0.07,,0.9,0.04,0.13,,0.03,0.6,0.01,,0.05,0.28,0.59,,0.0,0.0,0.0,
0.01,0.08,0.35,,"[189, 634, 451, 546]","[930, 858, 60, 77]","[795, 941, 35, 41]",,0.0,0.0,0.0,,0.0,0.04,0.13,,0.97,0.06,0.1,,0.01,0.49,0.01,,0.01,0.33,0.41,,0.0,0.0,0.0,
0.01,0.05,0.31,,"[195, 623, 454, 552]","[931, 859, 60, 77]","[796, 942, 35, 41]",,0.0,0.0,0.0,,0.0,0.04,0.12,,0.95,0.07,0.09,,0.03,0.56,0.02,,0.01,0.28,0.45,,0.0,0.0,0.0,
0.08,0.01,0.25,,"[930, 853, 66, 87]","[200, 628, 455, 551]","[793, 943, 41, 47]",,0.0,0.0,0.0,,0.03,0.0,0.07,,0.11,0.97,0.32,,0.62,0.01,0.03,,0.16,0.01,0.33,,0.0,0.0,0.0,
0.01,0.05,0.21,,"[214, 630, 447, 545]","[933, 858, 63, 81]","[793, 949, 39, 43]",,0.0,0.0,0.0,,0.0,0.06,0.13,,0.96,0.08,0.23,,0.01,0.61,0.09,,0.01,0.21,0.34,,0.0,0.0,0.0,
0.05,0.0,0.46,,"[935, 860, 64, 82]","[217, 629, 436, 525]","[801, 945, 37, 43]",,0.0,0.0,0.0,,0.02,0.0,0.1,,0.06,1.0,0.11,,0.65,0.0,0.01,,0.22,0.0,0.31,,0.0,0.0,0.0,
0.0,0.04,0.31,,"[222, 627, 438, 524]","[935, 859, 67, 87]","[802, 946, 37, 43]",,0.0,0.0,0.0,,0.0,0.02,0.12,,0.99,0.04,0.11,,0.01,0.64,0.02,,0.0,0.26,0.43,,0.0,0.0,0.0,
0.0,0.07,0.37,,"[226, 626, 437, 526]","[939, 867, 63, 78]","[804, 947, 36, 42]",,0.0,0.0,0.0,,0.0,0.02,0.11,,0.99,0.01,0.2,,0.01,0.62,0.01,,0.0,0.28,0.3,,0.0,0.0,0.0,
0.04,0.32,,,"[938, 864, 66, 82]","[799, 950, 41, 46]",,,0.0,0.0,,,0.01,0.16,,,0.01,0.21,,,0.7,0.05,,,0.25,0.25,,,0.0,0.01,,
0.03,0.18,0.09,,"[939, 865, 66, 82]","[808, 951, 32, 34]","[820, 1514, 175, 213]",,0.0,0.0,0.0,,0.01,0.06,0.01,,0.02,0.17,0.24,,0.7,0.01,0.2,,0.25,0.56,0.41,,0.0,0.01,0.04,
0.0,0.03,0.27,,"[245, 650, 428, 521]","[940, 865, 66, 83]","[801, 956, 42, 46]",,0.0,0.0,0.0,,0.0,0.01,0.03,,1.0,0.06,0.12,,0.0,0.61,0.23,,0.0,0.29,0.34,,0.0,0.0,0.0,
0.0,0.07,,,"[230, 645, 440, 524]","[940, 862, 66, 86]",,,0.0,0.0,,,0.0,0.03,,,0.97,0.07,,,0.02,0.45,,,0.0,0.38,,,0.0,0.0,,
0.0,0.06,0.5,,"[232, 643, 438, 525]","[941, 865, 66, 84]","[807, 951, 37, 43]",,0.0,0.0,0.0,,0.0,0.04,0.16,,1.0,0.05,0.1,,0.0,0.48,0.05,,0.0,0.38,0.18,,0.0,0.0,0.0,
0.0,0.09,0.37,,"[236, 642, 439, 528]","[943, 870, 61, 79]","[808, 952, 37, 43]",,0.0,0.0,0.0,,0.0,0.03,0.13,,1.0,0.03,0.14,,0.0,0.43,0.03,,0.0,0.41,0.32,,0.0,0.0,0.0,
0.0,0.33,,,"[243, 645, 442, 527]","[808, 953, 37, 43]",,,0.0,0.0,,,0.0,0.12,,,1.0,0.11,,,0.0,0.02,,,0.0,0.41,,,0.0,0.0,,
0.0,0.44,,,"[285, 663, 406, 510]","[809, 953, 38, 43]",,,0.0,0.0,,,0.0,0.1,,,0.99,0.15,,,0.01,0.02,,,0.0,0.29,,,0.0,0.0,,
0.0,0.31,,,"[271, 662, 423, 520]","[809, 954, 37, 43]",,,0.0,0.0,,,0.0,0.12,,,0.99,0.11,,,0.0,0.02,,,0.0,0.44,,,0.0,0.0,,
0.0,0.31,,,"[260, 643, 451, 543]","[809, 955, 38, 43]",,,0.0,0.0,,,0.0,0.14,,,0.98,0.06,,,0.02,0.02,,,0.0,0.47,,,0.0,0.0,,
0.0,0.36,,,"[268, 640, 447, 544]","[809, 955, 37, 43]",,,0.0,0.0,,,0.0,0.13,,,0.98,0.07,,,0.02,0.02,,,0.0,0.42,,,0.0,0.0,,
0.0,0.32,,,"[271, 638, 456, 550]","[810, 955, 38, 44]",,,0.0,0.0,,,0.0,0.13,,,1.0,0.03,,,0.0,0.01,,,0.0,0.51,,,0.0,0.0,,
0.0,0.27,,,"[281, 643, 445, 538]","[804, 953, 48, 55]",,,0.0,0.0,,,0.0,0.18,,,1.0,0.16,,,0.0,0.05,,,0.0,0.33,,,0.0,0.01,,
0.0,,,,"[280, 643, 451, 541]",,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,
0.0,0.37,,,"[286, 649, 447, 535]","[808, 956, 40, 46]",,,0.0,0.0,,,0.0,0.14,,,1.0,0.1,,,0.0,0.02,,,0.0,0.37,,,0.0,0.0,,
0.0,0.31,,,"[291, 656, 443, 537]","[807, 957, 40, 46]",,,0.0,0.0,,,0.0,0.12,,,1.0,0.22,,,0.0,0.03,,,0.0,0.31,,,0.0,0.0,,
0.0,0.31,,,"[295, 662, 439, 536]","[807, 958, 39, 45]",,,0.0,0.0,,,0.0,0.11,,,0.99,0.21,,,0.01,0.03,,,0.0,0.35,,,0.0,0.0,,
0.3,,,,"[807, 958, 39, 45]",,,,0.0,,,,0.1,,,,0.26,,,,0.03,,,,0.31,,,,0.0,,,
0.0,0.29,,,"[300, 648, 447, 535]","[808, 958, 38, 45]",,,0.0,0.0,,,0.0,0.11,,,1.0,0.12,,,0.0,0.02,,,0.0,0.46,,,0.0,0.0,,
0.35,0.0,,,"[808, 957, 38, 45]","[297, 734, 283, 346]",,,0.0,0.0,,,0.13,0.0,,,0.11,1.0,,,0.01,0.0,,,0.4,0.0,,,0.0,0.0,,
0.0,0.23,,,"[323, 654, 426, 526]","[808, 958, 38, 44]",,,0.0,0.0,,,0.0,0.14,,,1.0,0.03,,,0.0,0.01,,,0.0,0.59,,,0.0,0.0,,
0.0,0.22,,,"[319, 655, 436, 529]","[808, 958, 38, 44]",,,0.0,0.0,,,0.0,0.16,,,1.0,0.03,,,0.0,0.01,,,0.0,0.58,,,0.0,0.0,,
0.0,0.23,,,"[317, 653, 436, 529]","[807, 958, 38, 43]",,,0.0,0.0,,,0.0,0.14,,,1.0,0.11,,,0.0,0.02,,,0.0,0.5,,,0.0,0.0,,
0.0,0.29,,,"[319, 646, 436, 524]","[807, 958, 38, 44]",,,0.0,0.0,,,0.0,0.15,,,1.0,0.06,,,0.0,0.01,,,0.0,0.49,,,0.0,0.0,,
0.0,0.26,,,"[318, 644, 436, 525]","[807, 959, 38, 43]",,,0.0,0.0,,,0.0,0.11,,,0.99,0.1,,,0.01,0.01,,,0.0,0.52,,,0.0,0.0,,
0.0,0.29,,,"[315, 635, 441, 528]","[807, 959, 37, 42]",,,0.0,0.0,,,0.0,0.1,,,1.0,0.19,,,0.0,0.01,,,0.0,0.41,,,0.0,0.0,,
0.0,0.22,0.01,,"[316, 636, 438, 525]","[805, 960, 38, 43]","[850, 1538, 191, 236]",,0.0,0.0,0.0,,0.0,0.11,0.02,,1.0,0.14,0.2,,0.0,0.01,0.15,,0.0,0.52,0.39,,0.0,0.0,0.23,
0.0,0.25,0.07,,"[316, 643, 437, 519]","[809, 963, 32, 34]","[817, 1376, 44, 69]",,0.0,0.0,0.0,,0.0,0.07,0.03,,1.0,0.21,0.21,,0.0,0.02,0.23,,0.0,0.44,0.45,,0.0,0.01,0.01,
0.0,0.22,0.2,,"[328, 655, 420, 519]","[805, 960, 37, 44]","[610, 1177, 43, 48]",,0.0,0.0,0.0,,0.0,0.12,0.34,,0.97,0.05,0.16,,0.02,0.01,0.18,,0.0,0.6,0.04,,0.0,0.0,0.08,
0.0,0.24,,,"[326, 654, 424, 522]","[804, 960, 38, 44]",,,0.0,0.0,,,0.0,0.13,,,0.99,0.06,,,0.01,0.01,,,0.0,0.55,,,0.0,0.0,,
0.0,0.2,,,"[323, 657, 425, 524]","[804, 961, 37, 43]",,,0.0,0.0,,,0.0,0.11,,,1.0,0.09,,,0.0,0.02,,,0.0,0.58,,,0.0,0.0,,
0.0,0.24,,,"[321, 656, 428, 524]","[802, 960, 39, 44]",,,0.0,0.0,,,0.0,0.11,,,0.99,0.12,,,0.0,0.02,,,0.0,0.52,,,0.0,0.0,,
0.0,0.24,,,"[323, 661, 421, 519]","[803, 960, 37, 43]",,,0.0,0.0,,,0.0,0.12,,,0.99,0.22,,,0.01,0.02,,,0.0,0.39,,,0.0,0.0,,
0.0,0.24,,,"[326, 661, 418, 519]","[803, 961, 37, 42]",,,0.0,0.0,,,0.0,0.12,,,0.99,0.15,,,0.01,0.02,,,0.0,0.48,,,0.0,0.0,,
0.0,0.26,,,"[325, 659, 421, 520]","[803, 960, 37, 43]",,,0.0,0.0,,,0.0,0.15,,,0.98,0.14,,,0.01,0.02,,,0.0,0.42,,,0.0,0.0,,
0.0,0.31,0.07,,"[327, 659, 420, 516]","[802, 961, 38, 42]","[828, 1522, 208, 250]",,0.0,0.0,0.0,,0.0,0.12,0.06,,0.99,0.16,0.03,,0.01,0.02,0.2,,0.0,0.39,0.54,,0.0,0.0,0.11,
0.0,0.31,,,"[326, 658, 422, 518]","[802, 961, 37, 42]",,,0.0,0.0,,,0.0,0.1,,,0.98,0.18,,,0.02,0.02,,,0.0,0.39,,,0.0,0.0,,
0.0,0.33,,,"[323, 654, 424, 519]","[801, 961, 38, 44]",,,0.0,0.0,,,0.0,0.09,,,0.95,0.07,,,0.05,0.01,,,0.0,0.49,,,0.0,0.0,,
0.0,0.3,,,"[323, 653, 423, 520]","[800, 961, 37, 43]",,,0.0,0.0,,,0.0,0.11,,,0.98,0.13,,,0.02,0.03,,,0.0,0.43,,,0.0,0.0,,
0.0,0.23,,,"[322, 654, 426, 519]","[800, 962, 37, 42]",,,0.0,0.0,,,0.0,0.12,,,0.94,0.15,,,0.06,0.03,,,0.0,0.47,,,0.0,0.0,,
0.0,0.23,,,"[326, 655, 421, 518]","[799, 962, 38, 42]",,,0.0,0.0,,,0.0,0.1,,,0.94,0.18,,,0.06,0.02,,,0.01,0.47,,,0.0,0.0,,
0.0,0.28,,,"[323, 657, 422, 513]","[797, 961, 39, 44]",,,0.0,0.0,,,0.0,0.12,,,0.97,0.19,,,0.03,0.02,,,0.0,0.39,,,0.0,0.0,,
0.0,0.21,,,"[324, 656, 422, 511]","[796, 961, 39, 44]",,,0.0,0.0,,,0.0,0.12,,,0.99,0.21,,,0.01,0.02,,,0.0,0.43,,,0.0,0.0,,
0.0,0.17,,,"[325, 642, 427, 511]","[797, 961, 37, 44]",,,0.0,0.0,,,0.0,0.1,,,0.99,0.31,,,0.01,0.02,,,0.0,0.39,,,0.0,0.0,,
0.0,0.19,,,"[331, 632, 423, 517]","[799, 964, 34, 36]",,,0.0,0.0,,,0.0,0.07,,,0.99,0.17,,,0.01,0.01,,,0.0,0.55,,,0.0,0.0,,
0.0,0.19,,,"[334, 640, 420, 509]","[795, 962, 39, 44]",,,0.0,0.0,,,0.0,0.07,,,0.99,0.25,,,0.01,0.04,,,0.0,0.44,,,0.0,0.0,,
0.0,0.23,,,"[339, 641, 422, 501]","[795, 962, 37, 42]",,,0.0,0.0,,,0.0,0.09,,,0.99,0.36,,,0.01,0.02,,,0.0,0.3,,,0.0,0.0,,
0.0,0.19,,,"[347, 648, 415, 495]","[795, 960, 37, 43]",,,0.0,0.0,,,0.0,0.08,,,0.97,0.42,,,0.02,0.01,,,0.0,0.29,,,0.0,0.0,,
0.0,0.2,,,"[355, 640, 420, 502]","[796, 961, 34, 39]",,,0.0,0.0,,,0.0,0.07,,,0.98,0.22,,,0.01,0.02,,,0.0,0.5,,,0.0,0.0,,
0.0,0.16,,,"[362, 637, 418, 502]","[797, 962, 34, 39]",,,0.0,0.0,,,0.0,0.05,,,0.98,0.36,,,0.02,0.02,,,0.0,0.39,,,0.0,0.01,,
0.0,,,,"[371, 640, 413, 503]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[370, 633, 418, 507]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[376, 631, 419, 506]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,0.49,,,"[385, 635, 416, 497]","[316, 978, 42, 49]",,,0.0,0.01,,,0.0,0.02,,,0.99,0.35,,,0.01,0.03,,,0.0,0.09,,,0.0,0.0,,
0.0,0.4,,,"[391, 647, 411, 479]","[316, 977, 40, 48]",,,0.0,0.0,,,0.0,0.03,,,0.98,0.43,,,0.02,0.04,,,0.0,0.09,,,0.0,0.0,,
0.0,0.37,,,"[392, 645, 414, 484]","[313, 971, 44, 52]",,,0.0,0.01,,,0.0,0.02,,,0.98,0.4,,,0.02,0.1,,,0.0,0.1,,,0.0,0.0,,
0.0,0.49,,,"[398, 646, 406, 483]","[308, 961, 59, 72]",,,0.0,0.0,,,0.0,0.03,,,0.97,0.15,,,0.03,0.06,,,0.0,0.25,,,0.0,0.01,,
0.0,,,,"[399, 649, 407, 483]",,,,0.0,,,,0.0,,,,0.99,,,,0.0,,,,0.0,,,,0.0,,,
0.0,0.27,,,"[408, 655, 409, 485]","[307, 965, 48, 60]",,,0.0,0.0,,,0.0,0.02,,,0.97,0.34,,,0.03,0.05,,,0.0,0.32,,,0.0,0.0,,
0.0,,,,"[407, 650, 414, 492]",,,,0.0,,,,0.0,,,,0.98,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[407, 651, 414, 492]",,,,0.0,,,,0.0,,,,0.98,,,,0.02,,,,0.0,,,,0.0,,,
0.0,,,,"[403, 653, 416, 497]",,,,0.0,,,,0.0,,,,0.97,,,,0.02,,,,0.0,,,,0.0,,,
0.0,,,,"[403, 659, 416, 496]",,,,0.0,,,,0.0,,,,0.97,,,,0.02,,,,0.0,,,,0.0,,,
0.0,0.27,,,"[405, 664, 414, 494]","[303, 967, 46, 52]",,,0.0,0.0,,,0.0,0.03,,,0.98,0.58,,,0.02,0.04,,,0.0,0.08,,,0.0,0.0,,
0.0,0.35,,,"[404, 661, 416, 501]","[304, 965, 46, 53]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.4,,,0.01,0.04,,,0.0,0.18,,,0.0,0.0,,
0.0,,,,"[400, 661, 425, 502]",,,,0.0,,,,0.0,,,,0.95,,,,0.05,,,,0.01,,,,0.0,,,
0.0,,,,"[398, 659, 435, 506]",,,,0.0,,,,0.0,,,,0.98,,,,0.02,,,,0.0,,,,0.0,,,
0.0,,,,"[404, 659, 431, 503]",,,,0.0,,,,0.0,,,,0.98,,,,0.02,,,,0.0,,,,0.0,,,
0.0,,,,"[406, 659, 427, 502]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[402, 661, 420, 485]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[405, 647, 420, 503]",,,,0.0,,,,0.0,,,,0.97,,,,0.03,,,,0.0,,,,0.0,,,
0.0,,,,"[396, 649, 423, 496]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[385, 654, 420, 493]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,,,,"[366, 650, 438, 514]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,0.08,,,"[370, 647, 437, 532]","[833, 1601, 181, 214]",,,0.0,0.0,,,0.0,0.02,,,0.99,0.27,,,0.01,0.08,,,0.0,0.52,,,0.0,0.03,,
0.0,,,,"[362, 650, 441, 528]",,,,0.0,,,,0.0,,,,0.99,,,,0.01,,,,0.0,,,,0.0,,,
0.0,0.11,,,"[361, 649, 442, 529]","[842, 1612, 168, 199]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.29,,,0.01,0.09,,,0.0,0.46,,,0.0,0.02,,
0.0,,,,"[360, 647, 442, 529]",,,,0.0,,,,0.0,,,,0.98,,,,0.02,,,,0.0,,,,0.0,,,
0.0,0.13,,,"[359, 646, 444, 532]","[839, 1603, 174, 208]",,,0.0,0.0,,,0.0,0.02,,,0.98,0.32,,,0.02,0.09,,,0.0,0.43,,,0.0,0.01,,
0.0,0.05,0.06,,"[358, 646, 442, 530]","[941, 876, 58, 73]","[794, 1417, 57, 76]",,0.0,0.0,0.0,,0.0,0.06,0.08,,0.98,0.03,0.02,,0.02,0.43,0.14,,0.0,0.44,0.69,,0.0,0.0,0.01,
0.0,0.13,0.07,,"[360, 646, 440, 529]","[939, 875, 59, 74]","[803, 1423, 37, 56]",,0.0,0.0,0.0,,0.0,0.11,0.09,,0.96,0.03,0.02,,0.03,0.3,0.1,,0.0,0.41,0.72,,0.0,0.0,0.0,
0.0,0.03,,,"[358, 646, 440, 527]","[937, 869, 61, 80]",,,0.0,0.0,,,0.0,0.05,,,0.99,0.05,,,0.01,0.44,,,0.0,0.43,,,0.0,0.0,,
0.0,0.08,0.05,,"[359, 644, 440, 530]","[936, 874, 60, 76]","[805, 1417, 37, 55]",,0.0,0.0,0.0,,0.0,0.08,0.09,,0.99,0.03,0.01,,0.01,0.41,0.08,,0.0,0.4,0.76,,0.0,0.0,0.0,
0.0,0.04,0.48,,"[357, 643, 442, 528]","[935, 870, 60, 77]","[285, 976, 52, 59]",,0.0,0.0,0.0,,0.0,0.03,0.08,,0.98,0.02,0.15,,0.01,0.6,0.03,,0.0,0.31,0.24,,0.0,0.0,0.02,
0.0,0.12,0.41,,"[359, 646, 438, 522]","[933, 871, 62, 78]","[286, 976, 53, 59]",,0.0,0.0,0.0,,0.0,0.06,0.07,,0.99,0.01,0.18,,0.01,0.53,0.04,,0.0,0.28,0.26,,0.0,0.0,0.03,
0.0,0.04,0.43,,"[352, 645, 444, 530]","[931, 868, 62, 80]","[285, 976, 52, 59]",,0.0,0.0,0.0,,0.0,0.04,0.07,,0.99,0.01,0.18,,0.01,0.62,0.03,,0.0,0.29,0.25,,0.0,0.0,0.03,
0.0,0.06,0.04,,"[351, 648, 440, 525]","[931, 869, 61, 78]","[856, 1596, 156, 189]",,0.0,0.0,0.0,,0.0,0.06,0.01,,0.99,0.02,0.27,,0.01,0.52,0.11,,0.0,0.35,0.55,,0.0,0.0,0.02,
0.0,0.03,,,"[350, 649, 442, 529]","[930, 868, 61, 81]",,,0.0,0.0,,,0.0,0.04,,,0.99,0.02,,,0.01,0.71,,,0.0,0.21,,,0.0,0.0,,
0.0,0.02,,,"[354, 649, 436, 523]","[930, 869, 61, 79]",,,0.0,0.0,,,0.0,0.06,,,0.97,0.06,,,0.02,0.7,,,0.0,0.17,,,0.0,0.0,,
0.0,0.03,0.19,,"[359, 652, 430, 524]","[930, 869, 61, 78]","[284, 972, 54, 65]",,0.0,0.0,0.02,,0.0,0.11,0.1,,0.99,0.18,0.08,,0.01,0.5,0.07,,0.0,0.17,0.51,,0.0,0.0,0.03,
0.0,0.06,0.11,,"[354, 652, 436, 522]","[931, 872, 58, 73]","[284, 972, 52, 64]",,0.0,0.0,0.02,,0.0,0.18,0.07,,0.99,0.23,0.05,,0.01,0.32,0.05,,0.0,0.2,0.67,,0.0,0.01,0.02,
0.0,0.07,0.38,,"[353, 651, 437, 525]","[929, 869, 61, 81]","[287, 973, 46, 52]",,0.0,0.0,0.05,,0.0,0.21,0.05,,0.98,0.14,0.08,,0.01,0.37,0.04,,0.0,0.17,0.38,,0.0,0.04,0.02,
0.0,0.06,,,"[349, 651, 439, 529]","[929, 869, 61, 81]",,,0.0,0.0,,,0.0,0.2,,,1.0,0.16,,,0.0,0.37,,,0.0,0.16,,,0.0,0.04,,
0.0,0.07,,,"[351, 652, 437, 524]","[929, 869, 61, 81]",,,0.0,0.0,,,0.0,0.22,,,0.99,0.14,,,0.01,0.36,,,0.0,0.17,,,0.0,0.04,,
0.0,0.05,,,"[354, 660, 430, 515]","[929, 870, 61, 78]",,,0.0,0.0,,,0.0,0.16,,,0.98,0.12,,,0.02,0.51,,,0.0,0.14,,,0.0,0.01,,
0.0,0.03,0.22,,"[346, 652, 436, 519]","[928, 869, 62, 81]","[283, 971, 52, 63]",,0.0,0.0,0.07,,0.0,0.06,0.1,,0.99,0.07,0.16,,0.01,0.75,0.04,,0.0,0.1,0.35,,0.0,0.0,0.06,
0.0,0.02,,,"[351, 654, 425, 516]","[930, 872, 59, 74]",,,0.0,0.0,,,0.0,0.03,,,1.0,0.03,,,0.0,0.8,,,0.0,0.11,,,0.0,0.0,,
0.0,0.02,0.18,,"[350, 648, 425, 517]","[930, 871, 59, 76]","[283, 968, 54, 65]",,0.0,0.0,0.13,,0.0,0.03,0.08,,1.0,0.03,0.2,,0.0,0.81,0.05,,0.0,0.1,0.32,,0.0,0.0,0.04,
0.0,0.01,,,"[349, 645, 423, 517]","[929, 870, 60, 77]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.02,,,0.01,0.84,,,0.0,0.1,,,0.0,0.0,,
0.0,0.02,,,"[345, 648, 419, 514]","[929, 870, 61, 78]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.03,,,0.01,0.79,,,0.0,0.13,,,0.0,0.0,,
0.0,0.02,,,"[346, 647, 414, 512]","[929, 870, 61, 78]",,,0.0,0.0,,,0.0,0.03,,,0.98,0.02,,,0.02,0.78,,,0.0,0.15,,,0.0,0.0,,
0.0,0.02,,,"[343, 645, 415, 499]","[928, 873, 59, 76]",,,0.0,0.0,,,0.0,0.04,,,0.97,0.01,,,0.02,0.77,,,0.0,0.16,,,0.0,0.0,,
0.0,0.04,0.05,,"[342, 643, 411, 486]","[926, 864, 66, 87]","[829, 1570, 167, 206]",,0.0,0.0,0.0,,0.0,0.04,0.01,,0.93,0.01,0.05,,0.05,0.64,0.1,,0.01,0.27,0.77,,0.0,0.0,0.02,
0.0,0.03,,,"[348, 640, 406, 485]","[928, 873, 59, 77]",,,0.0,0.0,,,0.0,0.09,,,0.95,0.01,,,0.04,0.63,,,0.0,0.24,,,0.0,0.0,,
0.0,0.07,,,"[342, 628, 410, 487]","[927, 872, 60, 78]",,,0.0,0.0,,,0.0,0.15,,,0.96,0.01,,,0.04,0.51,,,0.0,0.26,,,0.0,0.01,,
0.01,0.09,,,"[341, 617, 416, 491]","[927, 872, 60, 78]",,,0.0,0.0,,,0.0,0.17,,,0.75,0.02,,,0.19,0.44,,,0.05,0.27,,,0.0,0.02,,
0.0,,,,"[335, 614, 414, 495]",,,,0.0,,,,0.0,,,,0.78,,,,0.17,,,,0.05,,,,0.0,,,
0.01,0.1,,,"[332, 611, 410, 498]","[927, 872, 58, 77]",,,0.0,0.0,,,0.0,0.24,,,0.68,0.03,,,0.24,0.36,,,0.07,0.23,,,0.0,0.04,,
0.0,0.13,0.11,,"[329, 616, 407, 493]","[925, 862, 68, 90]","[756, 957, 37, 42]",,0.0,0.0,0.0,,0.0,0.17,0.06,,0.97,0.05,0.19,,0.03,0.29,0.03,,0.0,0.23,0.61,,0.0,0.12,0.0,
0.0,0.1,0.1,,"[322, 606, 417, 501]","[925, 862, 67, 90]","[755, 956, 38, 44]",,0.0,0.0,0.0,,0.0,0.18,0.1,,0.96,0.08,0.15,,0.03,0.28,0.02,,0.0,0.15,0.62,,0.0,0.21,0.0,
